lamb_air,flux
8522.058523776786,0.99666095
8522.158496740743,0.99439704
8522.258469704695,0.994135
8522.358442668641,0.9946243
8522.458415632582,0.99563074
8522.558388596519,0.99603105
8522.65836156045,0.99656004
8522.758334524373,0.99717396
8522.858307488295,0.99743944
8522.958280452209,0.99688923
8523.058253416119,0.9954417
8523.158226380023,0.9954811
8523.25819934392,0.9970491
8523.358172307813,0.99843127
8523.458145271701,0.9989186
8523.558118235585,0.9983443
8523.658091199462,0.9967977
8523.758064163334,0.99615264
8523.8580371272,0.99731314
8523.958010091063,0.9978997
8524.057983054918,0.9962981
8524.15795601877,0.9944685
8524.257928982615,0.99438536
8524.357901946454,0.99503547
8524.457874910288,0.9954907
8524.557847874119,0.9958271
8524.657820837943,0.9962781
8524.757793801762,0.9958384
8524.857766765575,0.99458605
8524.957739729383,0.99248534
8525.057712693188,0.99156725
8525.157685656985,0.99081117
8525.257658620776,0.99007547
8525.357631584564,0.98971593
8525.457604548346,0.98901474
8525.557577512121,0.9888187
8525.657550475893,0.9898887
8525.757523439659,0.99045944
8525.85749640342,0.98939407
8525.957469367175,0.9886832
8526.057442330924,0.9889298
8526.157415294669,0.98733294
8526.257388258407,0.98324156
8526.357361222143,0.9777729
8526.45733418587,0.9737258
8526.557307149595,0.9694434
8526.657280113313,0.96799195
8526.757253077025,0.9681544
8526.857226040735,0.9709505
8526.957199004437,0.97621584
8527.057171968132,0.9811789
8527.157144931823,0.98516923
8527.257117895511,0.9881809
8527.35709085919,0.9910039
8527.457063822865,0.9916544
8527.557036786538,0.99125624
8527.657009750203,0.9907182
8527.756982713861,0.99043083
8527.856955677516,0.991024
8527.956928641166,0.99154377
8528.056901604808,0.9902494
8528.156874568447,0.9904549
8528.256847532082,0.99220556
8528.35682049571,0.99387604
8528.45679345933,0.9939743
8528.55676642295,0.9932315
8528.65673938656,0.99233305
8528.756712350167,0.99183136
8528.856685313767,0.99110806
8528.956658277366,0.9928155
8529.056631240957,0.9949276
8529.156604204542,0.9948321
8529.256577168122,0.99293023
8529.356550131697,0.9905151
8529.456523095265,0.98952717
8529.55649605883,0.9910317
8529.65646902239,0.9911553
8529.756441985943,0.9906117
8529.856414949492,0.99095106
8529.956387913035,0.9912914
8530.056360876571,0.98996997
8530.156333840105,0.9874843
8530.256306803632,0.98642015
8530.356279767153,0.98836315
8530.456252730672,0.9899908
8530.556225694183,0.99152726
8530.656198657687,0.9914189
8530.75617162119,0.99019074
8530.856144584684,0.98893756
8530.956117548174,0.98828334
8531.05609051166,0.9887086
8531.15606347514,0.98910695
8531.256036438614,0.98933005
8531.356009402083,0.9889236
8531.455982365547,0.98771423
8531.555955329004,0.9870784
8531.655928292457,0.9873527
8531.755901255905,0.9871368
8531.855874219347,0.98671234
8531.955847182786,0.9857178
8532.055820146217,0.98466253
8532.155793109645,0.98458713
8532.255766073064,0.9861296
8532.35573903648,0.98775995
8532.455711999892,0.9876615
8532.555684963298,0.9859983
8532.655657926696,0.98535717
8532.755630890091,0.9853954
8532.855603853483,0.9854992
8532.955576816865,0.9858133
8533.055549780243,0.98594314
8533.155522743618,0.9858467
8533.255495706986,0.9855214
8533.35546867035,0.9868759
8533.455441633707,0.98830354
8533.55541459706,0.9868579
8533.655387560406,0.98392487
8533.755360523748,0.98149586
8533.855333487085,0.9803873
8533.955306450418,0.9806921
8534.055279413742,0.9813798
8534.155252377064,0.9811831
8534.25522534038,0.97970885
8534.35519830369,0.9793168
8534.455171266995,0.9797846
8534.555144230295,0.9794779
8534.65511719359,0.97830796
8534.755090156877,0.9786928
8534.855063120162,0.97909445
8534.955036083438,0.9785137
8535.055009046713,0.97606003
8535.15498200998,0.9756018
8535.254954973243,0.9757503
8535.3549279365,0.9744422
8535.454900899751,0.97049576
8535.554873862999,0.9663675
8535.65484682624,0.9635356
8535.754819789478,0.9600108
8535.854792752707,0.9537023
8535.954765715935,0.946141
8536.054738679153,0.9414706
8536.154711642368,0.9400188
8536.254684605577,0.9408968
8536.354657568781,0.94310766
8536.454630531982,0.9471579
8536.554603495177,0.9528202
8536.654576458362,0.9557454
8536.754549421548,0.9565654
8536.854522384725,0.9561508
8536.954495347896,0.9558872
8537.054468311066,0.9553618
8537.154441274228,0.95587337
8537.254414237384,0.9558995
8537.354387200536,0.9546578
8537.454360163681,0.9512338
8537.554333126824,0.94756746
8537.65430608996,0.9449701
8537.75427905309,0.94303656
8537.854252016214,0.94021904
8537.954224979334,0.93662566
8538.054197942449,0.93330103
8538.154170905558,0.93148863
8538.254143868662,0.930531
8538.35411683176,0.9297128
8538.454089794854,0.92698205
8538.554062757943,0.9230782
8538.654035721023,0.91955286
8538.754008684104,0.91720307
8538.853981647175,0.915399
8538.95395461024,0.9119963
8539.053927573303,0.9067005
8539.153900536361,0.89911133
8539.25387349941,0.89250475
8539.353846462456,0.887242
8539.453819425498,0.88203603
8539.553792388533,0.8774438
